2,01,01,016,0001,326,59,267,12,5,250,LE PEN,Marine,138
2,01,01,016,0001,326,59,267,12,5,250,MACRON,Emmanuel,112
2,01,01,024,0001,1207,229,978,49,17,912,LE PEN,Marine,420
2,01,01,024,0001,1207,229,978,49,17,912,MACRON,Emmanuel,492
2,01,01,024,0002,1247,257,990,57,14,919,LE PEN,Marine,423
2,01,01,024,0002,1247,257,990,57,14,919,MACRON,Emmanuel,496
2,01,01,029,0001,445,79,366,14,6,346,LE PEN,Marine,199
2,01,01,029,0001,445,79,366,14,6,346,MACRON,Emmanuel,147
2,01,01,038,0001,594,98,496,33,9,454,LE PEN,Marine,222
2,01,01,038,0001,594,98,496,33,9,454,MACRON,Emmanuel,232
2,01,01,040,0001,365,89,276,6,7,263,LE PEN,Marine,130
2,01,01,040,0001,365,89,276,6,7,263,MACRON,Emmanuel,133
2,01,01,050,0001,264,53,211,14,4,193,LE PEN,Marine,108
2,01,01,050,0001,264,53,211,14,4,193,MACRON,Emmanuel,85
2,01,01,053,0001,1239,346,893,49,19,825,LE PEN,Marine,248
2,01,01,053,0001,1239,346,893,49,19,825,MACRON,Emmanuel,577
2,01,01,053,0002,1182,373,809,61,15,733,LE PEN,Marine,223
2,01,01,053,0002,1182,373,809,61,15,733,MACRON,Emmanuel,510
2,01,01,053,0003,798,354,444,24,7,413,LE PEN,Marine,137
2,01,01,053,0003,798,354,444,24,7,413,MACRON,Emmanuel,276
2,01,01,053,0004,1074,350,724,42,21,661,LE PEN,Marine,203
2,01,01,053,0004,1074,350,724,42,21,661,MACRON,Emmanuel,458
2,01,01,053,0005,895,404,491,23,8,460,LE PEN,Marine,153
2,01,01,053,0005,895,404,491,23,8,460,MACRON,Emmanuel,307
2,01,01,053,0006,988,421,567,29,7,531,LE PEN,Marine,181
2,01,01,053,0006,988,421,567,29,7,531,MACRON,Emmanuel,350
2,01,01,053,0009,797,225,572,35,16,521,LE PEN,Marine,192
2,01,01,053,0009,797,225,572,35,16,521,MACRON,Emmanuel,329
2,01,01,053,0010,1440,440,1000,65,31,904,LE PEN,Marine,338
2,01,01,053,0010,1440,440,1000,65,31,904,MACRON,Emmanuel,566
2,01,01,053,0013,1194,382,812,57,14,741,LE PEN,Marine,263
2,01,01,053,0013,1194,382,812,57,14,741,MACRON,Emmanuel,478
2,01,01,053,0014,1240,343,897,54,11,832,LE PEN,Marine,270
2,01,01,053,0014,1240,343,897,54,11,832,MACRON,Emmanuel,562
2,01,01,053,0017,1680,656,1024,59,12,953,LE PEN,Marine,317
2,01,01,053,0017,1680,656,1024,59,12,953,MACRON,Emmanuel,636
2,01,01,053,0018,1285,381,904,50,13,841,LE PEN,Marine,289
2,01,01,053,0018,1285,381,904,50,13,841,MACRON,Emmanuel,552
2,01,01,053,0019,1625,516,1109,79,23,1007,LE PEN,Marine,392
2,01,01,053,0019,1625,516,1109,79,23,1007,MACRON,Emmanuel,615
2,01,01,057,0001,392,90,302,19,11,272,LE PEN,Marine,146
2,01,01,057,0001,392,90,302,19,11,272,MACRON,Emmanuel,126
2,01,01,065,0001,676,96,580,33,5,542,LE PEN,Marine,227
2,01,01,065,0001,676,96,580,33,5,542,MACRON,Emmanuel,315
2,01,01,065,0002,719,131,588,29,12,547,LE PEN,Marine,233
2,01,01,065,0002,719,131,588,29,12,547,MACRON,Emmanuel,314
2,01,01,069,0001,1165,231,934,65,19,850,LE PEN,Marine,447
2,01,01,069,0001,1165,231,934,65,19,850,MACRON,Emmanuel,403
