2,35,01,206,0002,872,128,744,33,15,696,MACRON,Emmanuel,535
2,35,01,206,0003,924,169,755,64,16,675,LE PEN,Marine,184
2,35,01,206,0003,924,169,755,64,16,675,MACRON,Emmanuel,491
2,35,01,206,0004,683,122,561,51,6,504,LE PEN,Marine,130
2,35,01,206,0004,683,122,561,51,6,504,MACRON,Emmanuel,374
2,35,01,206,0005,868,148,720,51,18,651,LE PEN,Marine,162
2,35,01,206,0005,868,148,720,51,18,651,MACRON,Emmanuel,489
2,35,01,206,0006,804,173,631,33,8,590,LE PEN,Marine,159
2,35,01,206,0006,804,173,631,33,8,590,MACRON,Emmanuel,431
2,35,01,208,0001,838,171,667,44,9,614,LE PEN,Marine,174
2,35,01,208,0001,838,171,667,44,9,614,MACRON,Emmanuel,440
2,35,01,208,0002,722,132,590,47,13,530,LE PEN,Marine,111
2,35,01,208,0002,722,132,590,47,13,530,MACRON,Emmanuel,419
2,35,01,208,0003,733,131,602,48,13,541,LE PEN,Marine,136
2,35,01,208,0003,733,131,602,48,13,541,MACRON,Emmanuel,405
2,35,01,208,0004,845,163,682,46,22,614,LE PEN,Marine,180
2,35,01,208,0004,845,163,682,46,22,614,MACRON,Emmanuel,434
2,35,01,208,0005,618,126,492,44,9,439,LE PEN,Marine,118
2,35,01,208,0005,618,126,492,44,9,439,MACRON,Emmanuel,321
2,35,01,238,0251,768,208,560,46,13,501,LE PEN,Marine,59
2,35,01,238,0251,768,208,560,46,13,501,MACRON,Emmanuel,442
2,35,01,238,0252,1172,304,868,72,16,780,LE PEN,Marine,115
2,35,01,238,0252,1172,304,868,72,16,780,MACRON,Emmanuel,665
2,35,01,238,0253,1183,288,895,42,10,843,LE PEN,Marine,85
2,35,01,238,0253,1183,288,895,42,10,843,MACRON,Emmanuel,758
2,35,01,238,0254,844,248,596,38,16,542,LE PEN,Marine,98
2,35,01,238,0254,844,248,596,38,16,542,MACRON,Emmanuel,444
2,35,01,238,0311,1180,269,911,58,33,820,LE PEN,Marine,115
2,35,01,238,0311,1180,269,911,58,33,820,MACRON,Emmanuel,705
2,35,01,238,0312,1130,296,834,61,20,753,LE PEN,Marine,99
2,35,01,238,0312,1130,296,834,61,20,753,MACRON,Emmanuel,654
2,35,01,238,0313,1151,367,784,61,11,712,LE PEN,Marine,146
2,35,01,238,0313,1151,367,784,61,11,712,MACRON,Emmanuel,566
2,35,01,238,0314,1119,274,845,61,12,772,LE PEN,Marine,76
2,35,01,238,0314,1119,274,845,61,12,772,MACRON,Emmanuel,696
2,35,01,238,0321,1145,255,890,89,13,788,LE PEN,Marine,92
2,35,01,238,0321,1145,255,890,89,13,788,MACRON,Emmanuel,696
2,35,01,238,0322,1166,328,838,71,18,749,LE PEN,Marine,126
2,35,01,238,0322,1166,328,838,71,18,749,MACRON,Emmanuel,623
2,35,01,238,0323,1114,299,815,67,26,722,LE PEN,Marine,139
2,35,01,238,0323,1114,299,815,67,26,722,MACRON,Emmanuel,583
2,35,01,238,0324,1176,323,853,83,23,747,LE PEN,Marine,151
2,35,01,238,0324,1176,323,853,83,23,747,MACRON,Emmanuel,596
2,35,01,238,0331,1198,569,629,40,14,575,LE PEN,Marine,138
2,35,01,238,0331,1198,569,629,40,14,575,MACRON,Emmanuel,437
2,35,01,238,0332,1191,472,719,46,13,660,LE PEN,Marine,138
2,35,01,238,0332,1191,472,719,46,13,660,MACRON,Emmanuel,522
2,35,01,238,0333,1189,352,837,62,28,747,LE PEN,Marine,136
2,35,01,238,0333,1189,352,837,62,28,747,MACRON,Emmanuel,611
2,35,01,238,0334,1256,609,647,46,22,579,LE PEN,Marine,147
2,35,01,238,0334,1256,609,647,46,22,579,MACRON,Emmanuel,432
2,35,01,238,0341,958,267,691,45,17,629,LE PEN,Marine,127
2,35,01,238,0341,958,267,691,45,17,629,MACRON,Emmanuel,502
2,35,01,238,0342,953,393,560,32,10,518,LE PEN,Marine,132
2,35,01,238,0342,953,393,560,32,10,518,MACRON,Emmanuel,386
2,35,01,238,0343,913,397,516,35,13,468,LE PEN,Marine,130
2,35,01,238,0343,913,397,516,35,13,468,MACRON,Emmanuel,338
2,35,01,238,0344,836,199,637,62,19,556,LE PEN,Marine,116
2,35,01,238,0344,836,199,637,62,19,556,MACRON,Emmanuel,440
2,35,01,238,0351,1143,274,869,65,17,787,LE PEN,Marine,135
2,35,01,238,0351,1143,274,869,65,17,787,MACRON,Emmanuel,652
2,35,01,238,0352,935,246,689,56,12,621,LE PEN,Marine,74
2,35,01,238,0352,935,246,689,56,12,621,MACRON,Emmanuel,547
2,35,01,238,0441,1135,272,863,57,18,788,LE PEN,Marine,81
2,35,01,238,0441,1135,272,863,57,18,788,MACRON,Emmanuel,707
2,35,01,238,0442,1030,264,766,55,12,699,LE PEN,Marine,125
2,35,01,238,0442,1030,264,766,55,12,699,MACRON,Emmanuel,574
2,35,01,238,0443,1103,298,805,57,13,735,LE PEN,Marine,126
2,35,01,238,0443,1103,298,805,57,13,735,MACRON,Emmanuel,609
2,35,01,238,0444,1147,256,891,58,12,821,LE PEN,Marine,106
2,35,01,238,0444,1147,256,891,58,12,821,MACRON,Emmanuel,715
2,35,01,238,0451,1124,270,854,74,12,768,LE PEN,Marine,127
2,35,01,238,0451,1124,270,854,74,12,768,MACRON,Emmanuel,641
